Order_M,Bases_n,Kappa,Sensitivity_S,MSE_Proposed,MSE_Standard_QR
1,1,1.0,0.42879871486429577,0.5410202882208001,0.5293488191177098
2,2,1.3683321515927434,0.26014523290371155,0.4572177815064068,0.5115304405445844
3,4,2.299875266009795,0.7597054455005592,0.6823366366841727,0.6976327285600123
4,8,3.422774375874886,1.1625435824263437,0.8331933250799655,0.7724181212075669
5,16,8.488838717099284,2.5592216577223836,1.1764476093476937,0.8138238504603614
6,32,18.568836363075764,3.169006860571773,8.851152648345256,0.8127759225816115
7,64,44.837208478916914,3.5775718363154536,10.898245244118545,0.8040580967988221
8,128,987.3487047666423,31.98828387350893,4.758567912597677,0.7450776307432327
9,256,4327.958383307453,0.003147507532311095,1.8837012847612173,0.6153394240589553
